Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
104361878221567,Josh Weil - Florida Progressive Democrat,JOSH WEIL FOR CONGRESS,1346159,236
110867808765700,Gay For Congress,GAY VALIMONT FOR CONGRESS,1161394,229
12301006942,Democrats,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,1155444,1547
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,1030638,111
19437978960,Chris Murphy,FRIENDS OF CHRIS MURPHY,956967,68
115852244762685,Sports Betting Alliance,Sports Betting Alliance,900624,349
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,897807,650
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,561159,1467
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,555639,33
127225910653607,PragerU,PragerU,531557,705
33110852384,Doctors Without Borders/Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières USA,504782,433
105355541639242,Modern Market,Modern Market,493536,251
318975057964832,America PAC,America PAC,492903,189
179590995428478,Bank of America,BANK OF AMERICA CORPORATION,491801,31
7292655492,MoveOn,MOVEON.ORG CIVIC ACTION,490860,1242
161517677035264,Facts For Peace,Facts for Peace LLC,480977,26
18982436812,ACLU,American Civil Liberties Union,465024,279
132066233534659,Healthcare Education Project,Healthcare Education Project,461247,201
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,435869,980
100520488042829,Main Street Financial,Main Street Financial,427798,26
104902061111847,A Better Wisconsin Together Political Fund,A Better Wisconsin Together Political Fund,422793,149
124955570892789,Bernie Sanders,Friends of Bernie Sanders,418875,3
167586229923327,World Food Program USA,World Food Program USA,408919,398
1615018905412860,Progressive Turnout Project,PROGRESSIVE TURNOUT PROJECT,341721,62
57259033959,AARP,AARP,336866,441
385473284886474,Hillsdale College,Hillsdale College,316399,613
106667474170866,A Better Wisconsin Together,"A Better Wisconsin Together, Inc.",304726,42
443329669123990,USAFacts,USAFacts Institute,300427,68
20787991568,Senate Democrats,DSCC,296538,165
